task_type,seed,block,nbr_correct_leaf,nbr_correct_basic,nbr_correct_best,accuracy_leaf,accuracy_basic,accuracy_best,epoch
4,128,2,8,6,6,1.0,0.75,0.75,1
4,128,3,8,6,6,1.0,0.75,0.75,1
4,128,4,8,6,6,1.0,0.75,0.75,1
4,128,5,8,6,6,1.0,0.75,0.75,1
4,128,6,8,6,6,1.0,0.75,0.75,1
4,128,7,8,6,6,1.0,0.75,0.75,1
4,128,8,8,6,6,1.0,0.75,0.75,1
4,128,9,8,6,6,1.0,0.75,0.75,1
4,128,10,8,8,8,1.0,1.0,1.0,1
4,128,11,8,8,8,1.0,1.0,1.0,1
4,128,12,8,8,8,1.0,1.0,1.0,1
4,128,13,8,8,8,1.0,1.0,1.0,1
4,128,14,8,8,8,1.0,1.0,1.0,1
4,128,15,8,8,8,1.0,1.0,1.0,1
4,128,16,8,8,8,1.0,1.0,1.0,1
4,128,17,8,8,8,1.0,1.0,1.0,1
4,128,18,8,8,8,1.0,1.0,1.0,1
4,128,19,8,8,8,1.0,1.0,1.0,1
4,128,20,8,8,8,1.0,1.0,1.0,1
4,128,21,8,8,8,1.0,1.0,1.0,1
4,128,22,8,8,8,1.0,1.0,1.0,1
4,128,23,8,8,8,1.0,1.0,1.0,1
4,128,1,8,8,8,1.0,1.0,1.0,2
4,128,2,8,8,8,1.0,1.0,1.0,2
4,128,3,8,8,8,1.0,1.0,1.0,2
4,128,4,8,8,8,1.0,1.0,1.0,2
4,128,5,8,8,8,1.0,1.0,1.0,2
4,128,6,8,8,8,1.0,1.0,1.0,2
4,128,7,8,8,8,1.0,1.0,1.0,2
4,128,8,8,8,8,1.0,1.0,1.0,2
4,128,9,8,8,8,1.0,1.0,1.0,2
4,128,10,8,8,8,1.0,1.0,1.0,2
4,128,11,8,8,8,1.0,1.0,1.0,2
4,128,12,8,8,8,1.0,1.0,1.0,2
4,128,13,8,8,8,1.0,1.0,1.0,2
4,128,14,8,8,8,1.0,1.0,1.0,2
4,128,15,8,8,8,1.0,1.0,1.0,2
4,128,16,8,8,8,1.0,1.0,1.0,2
4,128,17,8,8,8,1.0,1.0,1.0,2
4,128,18,8,8,8,1.0,1.0,1.0,2
4,128,19,8,8,8,1.0,1.0,1.0,2
4,128,20,8,8,8,1.0,1.0,1.0,2
4,128,21,8,8,8,1.0,1.0,1.0,2
4,128,22,8,8,8,1.0,1.0,1.0,2
4,128,23,8,8,8,1.0,1.0,1.0,2
4,128,1,8,8,8,1.0,1.0,1.0,3
4,128,2,8,8,8,1.0,1.0,1.0,3
4,128,3,8,8,8,1.0,1.0,1.0,3
4,128,4,8,8,8,1.0,1.0,1.0,3
4,128,5,8,8,8,1.0,1.0,1.0,3
4,128,6,8,8,8,1.0,1.0,1.0,3
4,128,7,8,8,8,1.0,1.0,1.0,3
4,128,8,8,8,8,1.0,1.0,1.0,3
4,128,9,8,8,8,1.0,1.0,1.0,3
4,128,10,8,8,8,1.0,1.0,1.0,3
4,128,11,8,8,8,1.0,1.0,1.0,3
4,128,12,8,8,8,1.0,1.0,1.0,3
4,128,13,8,8,8,1.0,1.0,1.0,3
4,128,14,8,8,8,1.0,1.0,1.0,3
4,128,15,8,8,8,1.0,1.0,1.0,3
4,128,16,8,8,8,1.0,1.0,1.0,3
4,128,17,8,8,8,1.0,1.0,1.0,3
4,128,18,8,8,8,1.0,1.0,1.0,3
4,128,19,8,8,8,1.0,1.0,1.0,3
4,128,20,8,8,8,1.0,1.0,1.0,3
4,128,21,8,8,8,1.0,1.0,1.0,3
4,128,22,8,8,8,1.0,1.0,1.0,3
4,128,23,8,8,8,1.0,1.0,1.0,3
4,128,1,8,8,8,1.0,1.0,1.0,4
4,128,2,8,8,8,1.0,1.0,1.0,4
4,128,3,8,8,8,1.0,1.0,1.0,4
4,128,4,8,8,8,1.0,1.0,1.0,4
4,128,5,8,8,8,1.0,1.0,1.0,4
4,128,6,8,8,8,1.0,1.0,1.0,4
4,128,7,8,8,8,1.0,1.0,1.0,4
4,128,8,8,8,8,1.0,1.0,1.0,4
4,128,9,8,8,8,1.0,1.0,1.0,4
4,128,10,8,8,8,1.0,1.0,1.0,4
4,128,11,8,8,8,1.0,1.0,1.0,4
4,128,12,8,8,8,1.0,1.0,1.0,4
4,128,13,8,8,8,1.0,1.0,1.0,4
4,128,14,8,8,8,1.0,1.0,1.0,4
4,128,15,8,8,8,1.0,1.0,1.0,4
4,128,16,8,8,8,1.0,1.0,1.0,4
4,128,17,8,8,8,1.0,1.0,1.0,4
4,128,18,8,8,8,1.0,1.0,1.0,4
4,128,19,8,8,8,1.0,1.0,1.0,4
4,128,20,8,8,8,1.0,1.0,1.0,4
4,128,21,8,8,8,1.0,1.0,1.0,4
4,128,22,8,8,8,1.0,1.0,1.0,4
4,128,23,8,8,8,1.0,1.0,1.0,4
4,128,1,8,8,8,1.0,1.0,1.0,5
4,128,2,8,8,8,1.0,1.0,1.0,5
4,128,3,8,8,8,1.0,1.0,1.0,5
4,128,4,8,8,8,1.0,1.0,1.0,5
4,128,5,8,8,8,1.0,1.0,1.0,5
4,128,6,8,8,8,1.0,1.0,1.0,5
4,128,7,8,8,8,1.0,1.0,1.0,5
4,128,8,8,8,8,1.0,1.0,1.0,5
4,128,9,8,8,8,1.0,1.0,1.0,5
4,128,10,8,8,8,1.0,1.0,1.0,5
4,128,11,8,8,8,1.0,1.0,1.0,5
4,128,12,8,8,8,1.0,1.0,1.0,5
4,128,13,8,8,8,1.0,1.0,1.0,5
4,128,14,8,8,8,1.0,1.0,1.0,5
4,128,15,8,8,8,1.0,1.0,1.0,5
4,128,16,8,8,8,1.0,1.0,1.0,5
4,128,17,8,8,8,1.0,1.0,1.0,5
4,128,18,8,8,8,1.0,1.0,1.0,5
4,128,19,8,8,8,1.0,1.0,1.0,5
4,128,20,8,8,8,1.0,1.0,1.0,5
4,128,21,8,8,8,1.0,1.0,1.0,5
4,128,22,8,8,8,1.0,1.0,1.0,5
4,128,23,8,8,8,1.0,1.0,1.0,5
4,256,1,8,8,8,1.0,1.0,1.0,1
4,256,2,8,8,8,1.0,1.0,1.0,1
4,256,3,8,8,8,1.0,1.0,1.0,1
4,256,4,8,8,8,1.0,1.0,1.0,1
4,256,5,8,8,8,1.0,1.0,1.0,1
4,256,6,8,8,8,1.0,1.0,1.0,1
4,256,7,8,8,8,1.0,1.0,1.0,1
4,256,8,8,8,8,1.0,1.0,1.0,1
4,256,9,8,8,8,1.0,1.0,1.0,1
4,256,10,8,8,8,1.0,1.0,1.0,1
4,256,11,8,8,8,1.0,1.0,1.0,1
4,256,12,8,8,8,1.0,1.0,1.0,1
4,256,13,8,8,8,1.0,1.0,1.0,1
4,256,14,8,8,8,1.0,1.0,1.0,1
4,256,15,8,8,8,1.0,1.0,1.0,1
4,256,16,8,8,8,1.0,1.0,1.0,1
4,256,17,8,8,8,1.0,1.0,1.0,1
4,256,18,8,8,8,1.0,1.0,1.0,1
4,256,19,8,8,8,1.0,1.0,1.0,1
4,256,20,8,8,8,1.0,1.0,1.0,1
4,256,21,8,8,8,1.0,1.0,1.0,1
4,256,22,8,8,8,1.0,1.0,1.0,1
4,256,23,8,8,8,1.0,1.0,1.0,1
4,256,1,8,8,8,1.0,1.0,1.0,2
4,256,2,8,8,8,1.0,1.0,1.0,2
4,256,3,8,8,8,1.0,1.0,1.0,2
4,256,4,8,8,8,1.0,1.0,1.0,2
4,256,5,8,8,8,1.0,1.0,1.0,2
4,256,6,8,8,8,1.0,1.0,1.0,2
4,256,7,8,8,8,1.0,1.0,1.0,2
4,256,8,8,8,8,1.0,1.0,1.0,2
4,256,9,8,8,8,1.0,1.0,1.0,2
4,256,10,8,8,8,1.0,1.0,1.0,2
4,256,11,8,8,8,1.0,1.0,1.0,2
4,256,12,8,8,8,1.0,1.0,1.0,2
4,256,13,8,8,8,1.0,1.0,1.0,2
4,256,14,8,8,8,1.0,1.0,1.0,2
4,256,15,8,8,8,1.0,1.0,1.0,2
4,256,16,8,8,8,1.0,1.0,1.0,2
4,256,17,8,8,8,1.0,1.0,1.0,2
4,256,18,8,8,8,1.0,1.0,1.0,2
4,256,19,8,8,8,1.0,1.0,1.0,2
4,256,20,8,8,8,1.0,1.0,1.0,2
4,256,21,8,8,8,1.0,1.0,1.0,2
4,256,22,8,8,8,1.0,1.0,1.0,2
4,256,23,8,8,8,1.0,1.0,1.0,2
4,256,1,8,6,6,1.0,0.75,0.75,3
4,256,2,8,6,6,1.0,0.75,0.75,3
4,256,3,8,6,6,1.0,0.75,0.75,3
4,256,4,8,6,6,1.0,0.75,0.75,3
4,256,5,8,6,6,1.0,0.75,0.75,3
4,256,6,8,6,6,1.0,0.75,0.75,3
4,256,7,8,6,6,1.0,0.75,0.75,3
4,256,8,8,6,6,1.0,0.75,0.75,3
4,256,9,8,7,8,1.0,0.875,1.0,3
4,256,10,8,8,8,1.0,1.0,1.0,3
4,256,11,8,8,8,1.0,1.0,1.0,3
4,256,12,8,8,8,1.0,1.0,1.0,3
4,256,13,8,8,8,1.0,1.0,1.0,3
4,256,14,8,8,8,1.0,1.0,1.0,3
4,256,15,8,8,8,1.0,1.0,1.0,3
4,256,16,8,8,8,1.0,1.0,1.0,3
4,256,17,8,8,8,1.0,1.0,1.0,3
4,256,18,8,8,8,1.0,1.0,1.0,3
4,256,19,8,8,8,1.0,1.0,1.0,3
4,256,20,8,8,8,1.0,1.0,1.0,3
4,256,21,8,8,8,1.0,1.0,1.0,3
4,256,22,8,8,8,1.0,1.0,1.0,3
4,256,23,8,8,8,1.0,1.0,1.0,3
4,256,1,8,8,8,1.0,1.0,1.0,4
4,256,2,8,8,8,1.0,1.0,1.0,4
4,256,3,8,8,8,1.0,1.0,1.0,4
4,256,4,8,8,8,1.0,1.0,1.0,4
4,256,5,8,8,8,1.0,1.0,1.0,4
4,256,6,8,8,8,1.0,1.0,1.0,4
4,256,7,8,8,8,1.0,1.0,1.0,4
4,256,8,8,8,8,1.0,1.0,1.0,4
4,256,9,8,8,8,1.0,1.0,1.0,4
4,256,10,8,8,8,1.0,1.0,1.0,4
4,256,11,8,8,8,1.0,1.0,1.0,4
4,256,12,8,8,8,1.0,1.0,1.0,4
4,256,13,8,8,8,1.0,1.0,1.0,4
4,256,14,8,8,8,1.0,1.0,1.0,4
4,256,15,8,8,8,1.0,1.0,1.0,4
4,256,16,8,8,8,1.0,1.0,1.0,4
4,256,17,8,8,8,1.0,1.0,1.0,4
4,256,18,8,8,8,1.0,1.0,1.0,4
4,256,19,8,8,8,1.0,1.0,1.0,4
4,256,20,8,8,8,1.0,1.0,1.0,4
4,256,21,8,8,8,1.0,1.0,1.0,4
4,256,22,8,8,8,1.0,1.0,1.0,4
4,256,23,8,8,8,1.0,1.0,1.0,4
4,256,1,8,8,8,1.0,1.0,1.0,5
4,256,2,8,8,8,1.0,1.0,1.0,5
4,256,3,8,8,8,1.0,1.0,1.0,5
4,256,4,8,8,8,1.0,1.0,1.0,5
4,256,5,8,8,8,1.0,1.0,1.0,5
4,256,6,8,8,8,1.0,1.0,1.0,5
4,256,7,8,8,8,1.0,1.0,1.0,5
4,256,8,8,8,8,1.0,1.0,1.0,5
4,256,9,8,8,8,1.0,1.0,1.0,5
4,256,10,8,8,8,1.0,1.0,1.0,5
4,256,11,8,8,8,1.0,1.0,1.0,5
4,256,12,8,8,8,1.0,1.0,1.0,5
4,256,13,8,8,8,1.0,1.0,1.0,5
4,256,14,8,8,8,1.0,1.0,1.0,5
4,256,15,8,8,8,1.0,1.0,1.0,5
4,256,16,8,8,8,1.0,1.0,1.0,5
4,256,17,8,8,8,1.0,1.0,1.0,5
4,256,18,8,8,8,1.0,1.0,1.0,5
4,256,19,8,8,8,1.0,1.0,1.0,5
4,256,20,8,8,8,1.0,1.0,1.0,5
4,256,21,8,8,8,1.0,1.0,1.0,5
4,256,22,8,8,8,1.0,1.0,1.0,5
4,256,23,8,8,8,1.0,1.0,1.0,5
4,1,1,8,8,8,1.0,1.0,1.0,1
4,1,2,8,8,8,1.0,1.0,1.0,1
4,1,3,8,8,8,1.0,1.0,1.0,1
4,1,4,8,8,8,1.0,1.0,1.0,1
4,1,5,8,8,8,1.0,1.0,1.0,1
4,1,6,8,8,8,1.0,1.0,1.0,1
4,1,7,8,8,8,1.0,1.0,1.0,1
4,1,8,8,8,8,1.0,1.0,1.0,1
4,1,9,8,8,8,1.0,1.0,1.0,1
4,1,10,8,8,8,1.0,1.0,1.0,1
4,1,11,8,8,8,1.0,1.0,1.0,1
4,1,12,8,8,8,1.0,1.0,1.0,1
4,1,13,8,8,8,1.0,1.0,1.0,1
4,1,14,8,8,8,1.0,1.0,1.0,1
4,1,15,8,8,8,1.0,1.0,1.0,1
4,1,16,8,8,8,1.0,1.0,1.0,1
4,1,17,8,8,8,1.0,1.0,1.0,1
4,1,18,8,8,8,1.0,1.0,1.0,1
4,1,19,8,8,8,1.0,1.0,1.0,1
4,1,20,8,8,8,1.0,1.0,1.0,1
4,1,21,8,8,8,1.0,1.0,1.0,1
4,1,22,8,8,8,1.0,1.0,1.0,1
4,1,23,8,8,8,1.0,1.0,1.0,1
4,1,1,8,8,8,1.0,1.0,1.0,2
4,1,2,8,8,8,1.0,1.0,1.0,2
4,1,3,8,8,8,1.0,1.0,1.0,2
4,1,4,8,8,8,1.0,1.0,1.0,2
4,1,5,8,8,8,1.0,1.0,1.0,2
4,1,6,8,8,8,1.0,1.0,1.0,2
4,1,7,8,8,8,1.0,1.0,1.0,2
4,1,8,8,8,8,1.0,1.0,1.0,2
4,1,9,8,8,8,1.0,1.0,1.0,2
4,1,10,8,8,8,1.0,1.0,1.0,2
4,1,11,8,8,8,1.0,1.0,1.0,2
4,1,12,8,8,8,1.0,1.0,1.0,2
4,1,13,8,8,8,1.0,1.0,1.0,2
4,1,14,8,8,8,1.0,1.0,1.0,2
4,1,15,8,8,8,1.0,1.0,1.0,2
4,1,16,8,8,8,1.0,1.0,1.0,2
4,1,17,8,8,8,1.0,1.0,1.0,2
4,1,18,8,8,8,1.0,1.0,1.0,2
4,1,19,8,8,8,1.0,1.0,1.0,2
4,1,20,8,8,8,1.0,1.0,1.0,2
4,1,21,8,8,8,1.0,1.0,1.0,2
4,1,22,8,8,8,1.0,1.0,1.0,2
4,1,23,8,8,8,1.0,1.0,1.0,2
4,1,1,8,8,8,1.0,1.0,1.0,3
4,1,2,8,8,8,1.0,1.0,1.0,3
4,1,3,8,8,8,1.0,1.0,1.0,3
4,1,4,8,8,8,1.0,1.0,1.0,3
4,1,5,8,8,8,1.0,1.0,1.0,3
4,1,6,8,8,8,1.0,1.0,1.0,3
4,1,7,8,8,8,1.0,1.0,1.0,3
4,1,8,8,8,8,1.0,1.0,1.0,3
4,1,9,8,8,8,1.0,1.0,1.0,3
4,1,10,8,8,8,1.0,1.0,1.0,3
4,1,11,8,8,8,1.0,1.0,1.0,3
4,1,12,8,8,8,1.0,1.0,1.0,3
4,1,13,8,8,8,1.0,1.0,1.0,3
4,1,14,8,8,8,1.0,1.0,1.0,3
4,1,15,8,8,8,1.0,1.0,1.0,3
4,1,16,8,8,8,1.0,1.0,1.0,3
4,1,17,8,8,8,1.0,1.0,1.0,3
4,1,18,8,8,8,1.0,1.0,1.0,3
4,1,19,8,8,8,1.0,1.0,1.0,3
4,1,20,8,8,8,1.0,1.0,1.0,3
4,1,21,8,8,8,1.0,1.0,1.0,3
4,1,22,8,8,8,1.0,1.0,1.0,3
4,1,23,8,8,8,1.0,1.0,1.0,3
4,1,1,8,6,6,1.0,0.75,0.75,4
4,1,2,8,6,6,1.0,0.75,0.75,4
4,1,3,8,6,6,1.0,0.75,0.75,4
4,1,4,8,6,6,1.0,0.75,0.75,4
4,1,5,8,6,6,1.0,0.75,0.75,4
4,1,6,8,6,6,1.0,0.75,0.75,4
4,1,7,8,6,6,1.0,0.75,0.75,4
4,1,8,8,6,6,1.0,0.75,0.75,4
4,1,9,8,7,8,1.0,0.875,1.0,4
4,1,10,8,8,8,1.0,1.0,1.0,4
4,1,11,8,8,8,1.0,1.0,1.0,4
4,1,12,8,8,8,1.0,1.0,1.0,4
4,1,13,8,8,8,1.0,1.0,1.0,4
4,1,14,8,8,8,1.0,1.0,1.0,4
4,1,15,8,8,8,1.0,1.0,1.0,4
4,1,16,8,8,8,1.0,1.0,1.0,4
4,1,17,8,8,8,1.0,1.0,1.0,4
4,1,18,8,8,8,1.0,1.0,1.0,4
4,1,19,8,8,8,1.0,1.0,1.0,4
4,1,20,8,8,8,1.0,1.0,1.0,4
4,1,21,8,8,8,1.0,1.0,1.0,4
4,1,22,8,8,8,1.0,1.0,1.0,4
4,1,23,8,8,8,1.0,1.0,1.0,4
4,1,1,8,8,8,1.0,1.0,1.0,5
4,1,2,8,8,8,1.0,1.0,1.0,5
4,1,3,8,8,8,1.0,1.0,1.0,5
4,1,4,8,8,8,1.0,1.0,1.0,5
4,1,5,8,8,8,1.0,1.0,1.0,5
4,1,6,8,8,8,1.0,1.0,1.0,5
4,1,7,8,8,8,1.0,1.0,1.0,5
4,1,8,8,8,8,1.0,1.0,1.0,5
4,1,9,8,8,8,1.0,1.0,1.0,5
4,1,10,8,8,8,1.0,1.0,1.0,5
4,1,11,8,8,8,1.0,1.0,1.0,5
4,1,12,8,8,8,1.0,1.0,1.0,5
4,1,13,8,8,8,1.0,1.0,1.0,5
4,1,14,8,8,8,1.0,1.0,1.0,5
4,1,15,8,8,8,1.0,1.0,1.0,5
4,1,16,8,8,8,1.0,1.0,1.0,5
4,1,17,8,8,8,1.0,1.0,1.0,5
4,1,18,8,8,8,1.0,1.0,1.0,5
4,1,19,8,8,8,1.0,1.0,1.0,5
4,1,20,8,8,8,1.0,1.0,1.0,5
4,1,21,8,8,8,1.0,1.0,1.0,5
4,1,22,8,8,8,1.0,1.0,1.0,5
4,1,23,8,8,8,1.0,1.0,1.0,5
4,32,1,8,6,6,1.0,0.75,0.75,1
4,32,2,8,6,6,1.0,0.75,0.75,1
4,32,3,8,6,6,1.0,0.75,0.75,1
4,32,4,8,6,6,1.0,0.75,0.75,1
4,32,5,8,6,6,1.0,0.75,0.75,1
4,32,6,8,6,6,1.0,0.75,0.75,1
4,32,7,8,7,8,1.0,0.875,1.0,1
4,32,8,8,8,8,1.0,1.0,1.0,1
4,32,9,8,8,8,1.0,1.0,1.0,1
4,32,10,8,8,8,1.0,1.0,1.0,1
4,32,11,8,8,8,1.0,1.0,1.0,1
4,32,12,8,8,8,1.0,1.0,1.0,1
4,32,13,8,8,8,1.0,1.0,1.0,1
4,32,14,8,8,8,1.0,1.0,1.0,1
4,32,15,8,8,8,1.0,1.0,1.0,1
4,32,16,8,8,8,1.0,1.0,1.0,1
4,32,17,8,8,8,1.0,1.0,1.0,1
4,32,18,8,8,8,1.0,1.0,1.0,1
4,32,19,8,8,8,1.0,1.0,1.0,1
4,32,20,8,8,8,1.0,1.0,1.0,1
4,32,21,8,8,8,1.0,1.0,1.0,1
4,32,22,8,8,8,1.0,1.0,1.0,1
4,32,23,8,8,8,1.0,1.0,1.0,1
4,32,1,8,8,8,1.0,1.0,1.0,2
4,32,2,8,8,8,1.0,1.0,1.0,2
4,32,3,8,8,8,1.0,1.0,1.0,2
4,32,4,8,8,8,1.0,1.0,1.0,2
4,32,5,8,8,8,1.0,1.0,1.0,2
4,32,6,8,8,8,1.0,1.0,1.0,2
4,32,7,8,8,8,1.0,1.0,1.0,2
4,32,8,8,8,8,1.0,1.0,1.0,2
4,32,9,8,8,8,1.0,1.0,1.0,2
4,32,10,8,8,8,1.0,1.0,1.0,2
4,32,11,8,8,8,1.0,1.0,1.0,2
4,32,12,8,8,8,1.0,1.0,1.0,2
4,32,13,8,8,8,1.0,1.0,1.0,2
4,32,14,8,8,8,1.0,1.0,1.0,2
4,32,15,8,8,8,1.0,1.0,1.0,2
4,32,16,8,8,8,1.0,1.0,1.0,2
4,32,17,8,8,8,1.0,1.0,1.0,2
4,32,18,8,8,8,1.0,1.0,1.0,2
4,32,19,8,8,8,1.0,1.0,1.0,2
4,32,20,8,8,8,1.0,1.0,1.0,2
4,32,21,8,8,8,1.0,1.0,1.0,2
4,32,22,8,8,8,1.0,1.0,1.0,2
4,32,23,8,8,8,1.0,1.0,1.0,2
4,32,1,8,8,8,1.0,1.0,1.0,3
4,32,2,8,8,8,1.0,1.0,1.0,3
4,32,3,8,8,8,1.0,1.0,1.0,3
4,32,4,8,8,8,1.0,1.0,1.0,3
4,32,5,8,8,8,1.0,1.0,1.0,3
4,32,6,8,8,8,1.0,1.0,1.0,3
4,32,7,8,8,8,1.0,1.0,1.0,3
4,32,8,8,8,8,1.0,1.0,1.0,3
4,32,9,8,8,8,1.0,1.0,1.0,3
4,32,10,8,8,8,1.0,1.0,1.0,3
4,32,11,8,8,8,1.0,1.0,1.0,3
4,32,12,8,8,8,1.0,1.0,1.0,3
4,32,13,8,8,8,1.0,1.0,1.0,3
4,32,14,8,8,8,1.0,1.0,1.0,3
4,32,15,8,8,8,1.0,1.0,1.0,3
4,32,16,8,8,8,1.0,1.0,1.0,3
4,32,17,8,8,8,1.0,1.0,1.0,3
4,32,18,8,8,8,1.0,1.0,1.0,3
4,32,19,8,8,8,1.0,1.0,1.0,3
4,32,20,8,8,8,1.0,1.0,1.0,3
4,32,21,8,8,8,1.0,1.0,1.0,3
4,32,22,8,8,8,1.0,1.0,1.0,3
4,32,23,8,8,8,1.0,1.0,1.0,3
4,32,1,8,8,8,1.0,1.0,1.0,4
4,32,2,8,8,8,1.0,1.0,1.0,4
4,32,3,8,8,8,1.0,1.0,1.0,4
4,32,4,8,8,8,1.0,1.0,1.0,4
4,32,5,8,8,8,1.0,1.0,1.0,4
4,32,6,8,8,8,1.0,1.0,1.0,4
4,32,7,8,8,8,1.0,1.0,1.0,4
4,32,8,8,8,8,1.0,1.0,1.0,4
4,32,9,8,8,8,1.0,1.0,1.0,4
4,32,10,8,8,8,1.0,1.0,1.0,4
4,32,11,8,8,8,1.0,1.0,1.0,4
4,32,12,8,8,8,1.0,1.0,1.0,4
4,32,13,8,8,8,1.0,1.0,1.0,4
4,32,14,8,8,8,1.0,1.0,1.0,4
4,32,15,8,8,8,1.0,1.0,1.0,4
4,32,16,8,8,8,1.0,1.0,1.0,4
4,32,17,8,8,8,1.0,1.0,1.0,4
4,32,18,8,8,8,1.0,1.0,1.0,4
4,32,19,8,8,8,1.0,1.0,1.0,4
4,32,20,8,8,8,1.0,1.0,1.0,4
4,32,21,8,8,8,1.0,1.0,1.0,4
4,32,22,8,8,8,1.0,1.0,1.0,4
4,32,23,8,8,8,1.0,1.0,1.0,4
4,32,1,8,6,6,1.0,0.75,0.75,5
4,32,2,8,6,6,1.0,0.75,0.75,5
4,32,3,8,6,6,1.0,0.75,0.75,5
4,32,4,8,6,6,1.0,0.75,0.75,5
4,32,5,8,6,6,1.0,0.75,0.75,5
4,32,6,8,6,6,1.0,0.75,0.75,5
4,32,7,8,6,6,1.0,0.75,0.75,5
4,32,8,8,6,6,1.0,0.75,0.75,5
4,32,9,8,8,8,1.0,1.0,1.0,5
4,32,10,8,8,8,1.0,1.0,1.0,5
4,32,11,8,8,8,1.0,1.0,1.0,5
4,32,12,8,8,8,1.0,1.0,1.0,5
4,32,13,8,8,8,1.0,1.0,1.0,5
4,32,14,8,8,8,1.0,1.0,1.0,5
4,32,15,8,8,8,1.0,1.0,1.0,5
4,32,16,8,8,8,1.0,1.0,1.0,5
4,32,17,8,8,8,1.0,1.0,1.0,5
4,32,18,8,8,8,1.0,1.0,1.0,5
4,32,19,8,8,8,1.0,1.0,1.0,5
4,32,20,8,8,8,1.0,1.0,1.0,5
4,32,21,8,8,8,1.0,1.0,1.0,5
4,32,22,8,8,8,1.0,1.0,1.0,5
4,32,23,8,8,8,1.0,1.0,1.0,5
4,64,1,8,8,8,1.0,1.0,1.0,1
4,64,2,8,8,8,1.0,1.0,1.0,1
4,64,3,8,8,8,1.0,1.0,1.0,1
4,64,4,8,8,8,1.0,1.0,1.0,1
4,64,5,8,8,8,1.0,1.0,1.0,1
4,64,6,8,8,8,1.0,1.0,1.0,1
4,64,7,8,8,8,1.0,1.0,1.0,1
4,64,8,8,8,8,1.0,1.0,1.0,1
4,64,9,8,8,8,1.0,1.0,1.0,1
4,64,10,8,8,8,1.0,1.0,1.0,1
4,64,11,8,8,8,1.0,1.0,1.0,1
4,64,12,8,8,8,1.0,1.0,1.0,1
4,64,13,8,8,8,1.0,1.0,1.0,1
4,64,14,8,8,8,1.0,1.0,1.0,1
4,64,15,8,8,8,1.0,1.0,1.0,1
4,64,16,8,8,8,1.0,1.0,1.0,1
4,64,17,8,8,8,1.0,1.0,1.0,1
4,64,18,8,8,8,1.0,1.0,1.0,1
4,64,19,8,8,8,1.0,1.0,1.0,1
4,64,20,8,8,8,1.0,1.0,1.0,1
4,64,21,8,8,8,1.0,1.0,1.0,1
4,64,22,8,8,8,1.0,1.0,1.0,1
4,64,23,8,8,8,1.0,1.0,1.0,1
4,64,1,8,8,8,1.0,1.0,1.0,2
4,64,2,8,8,8,1.0,1.0,1.0,2
4,64,3,8,8,8,1.0,1.0,1.0,2
4,64,4,8,8,8,1.0,1.0,1.0,2
4,64,5,8,8,8,1.0,1.0,1.0,2
4,64,6,8,8,8,1.0,1.0,1.0,2
4,64,7,8,8,8,1.0,1.0,1.0,2
4,64,8,8,8,8,1.0,1.0,1.0,2
4,64,9,8,8,8,1.0,1.0,1.0,2
4,64,10,8,8,8,1.0,1.0,1.0,2
4,64,11,8,8,8,1.0,1.0,1.0,2
4,64,12,8,8,8,1.0,1.0,1.0,2
4,64,13,8,8,8,1.0,1.0,1.0,2
4,64,14,8,8,8,1.0,1.0,1.0,2
4,64,15,8,8,8,1.0,1.0,1.0,2
4,64,16,8,8,8,1.0,1.0,1.0,2
4,64,17,8,8,8,1.0,1.0,1.0,2
4,64,18,8,8,8,1.0,1.0,1.0,2
4,64,19,8,8,8,1.0,1.0,1.0,2
4,64,20,8,8,8,1.0,1.0,1.0,2
4,64,21,8,8,8,1.0,1.0,1.0,2
4,64,22,8,8,8,1.0,1.0,1.0,2
4,64,23,8,8,8,1.0,1.0,1.0,2
4,64,1,8,8,8,1.0,1.0,1.0,3
4,64,2,8,8,8,1.0,1.0,1.0,3
4,64,3,8,8,8,1.0,1.0,1.0,3
4,64,4,8,8,8,1.0,1.0,1.0,3
4,64,5,8,8,8,1.0,1.0,1.0,3
4,64,6,8,8,8,1.0,1.0,1.0,3
4,64,7,8,8,8,1.0,1.0,1.0,3
4,64,8,8,8,8,1.0,1.0,1.0,3
4,64,9,8,8,8,1.0,1.0,1.0,3
4,64,10,8,8,8,1.0,1.0,1.0,3
4,64,11,8,8,8,1.0,1.0,1.0,3
4,64,12,8,8,8,1.0,1.0,1.0,3
4,64,13,8,8,8,1.0,1.0,1.0,3
4,64,14,8,8,8,1.0,1.0,1.0,3
4,64,15,8,8,8,1.0,1.0,1.0,3
4,64,16,8,8,8,1.0,1.0,1.0,3
4,64,17,8,8,8,1.0,1.0,1.0,3
4,64,18,8,8,8,1.0,1.0,1.0,3
4,64,19,8,8,8,1.0,1.0,1.0,3
4,64,20,8,8,8,1.0,1.0,1.0,3
4,64,21,8,8,8,1.0,1.0,1.0,3
4,64,22,8,8,8,1.0,1.0,1.0,3
4,64,23,8,8,8,1.0,1.0,1.0,3
4,64,1,8,8,8,1.0,1.0,1.0,4
4,64,2,8,8,8,1.0,1.0,1.0,4
4,64,3,8,8,8,1.0,1.0,1.0,4
4,64,4,8,8,8,1.0,1.0,1.0,4
4,64,5,8,8,8,1.0,1.0,1.0,4
4,64,6,8,8,8,1.0,1.0,1.0,4
4,64,7,8,8,8,1.0,1.0,1.0,4
